"","X.2","X.1","Edad","nivel_de_educaccion","ORG_BASE","Acceso_a_internet","miembros_familia","informacion_telefono_confianza","Tipo_de_Celular","informacion_telefono","Clima","finaca_uso_cafe","Finaca_hectares","ALTITUD_m_s_n_m","EDAD_DE_CULTIVO","Distanciamiento_entre_plantas","Distanciamiento_entre_filas","alimentos_procedencia","tierra_tenencia","empezar_cultivar_cafe","cafe_suelo_calidad","cafe_tierra","numeroplantasproduccionhectarea","capacitacion_cafe","cafe_pracitcas","num_cafe_pracitcas","distinct_cafe_pracitcas","num_aplic_fertilizers","enfermedades","num_enfermedades","distinct_enfermedades","num_fungal_enfermedades","num_pest_enfermedades","num_other_enfermedades","variedades","num_variedades","distinct_variedades","arbol_bajosombra","num_arbolessombra","distinct_arbolessombra","floracion_normal","floracion","plantas_etapa","X_GPS_longitude","X_GPS_altitude.y","yoloV8_aver","RealCherriesBranch.x","ID","Climate","FarmUseCoffee","FarmArea","Altitude","SoilQuality","CoffeeLand","TypesShadeTrees","DistinctShadeTrees","AltitudeGPS","RealCherriesBranch.y","RH2M_avg","T2M","PR","clase_ufh","distri_adt","profundi","simb_final","p_idh","p_textura","p_profundi","s_uc_fase","municipio","p_humedad","taxonomia","p_temp","p_co","co","p_sat_alum","perfil","pedrego","humedad","unidad_cli","drenaje","vlr_pote_f","sim_clim_f","n_rang_ufh","p_inund","rango_pend","uc_suelo","pendiente","etp_ppt","rango_idh","salinidad","perd_sue","sb","s_uc","ce","sat_alum","p_ph","p_cic","limitante","ph","p_sb","area_ha","p_drenaje","alt_msnm","p_pend","sue_no_sue","inund","cod_depart","temp_med","p_perd_sue","cic","p_salini","departamen","p_sodio","textura","cod_dane_m","p_pedrego","vlr_pote","consecutiv","geometry","X","X_GPS_latitude","X_GPS_altitude","production_farm_yolo","production_farm_real"
"309",306,306,"2635","secundaria_incompleta","cooperativa caficultores de genova","yes",5,"seguro","smart_phone","no uso mi telefono para esto","templado",2,2,1652,13,1.3,1.5,"comprado__mercado","la_mayor_parte_de_la_tierra_es_propiedad","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"eucaliptos",1,1,"normal","normal","cabeza_de_alfiler",-75.7983513,1496.043304,38.48,21.23921569,228,"templado",2,2,1652,"buen_suelo_para_el_cafe","inclinado",1,1,1496.043304,21.23921569,83.62,17.37,3.39,"8",0,"Superficiales","08Qes1-44",10,8,4,"MQ69e1","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",46,"Q",44,0,"25-50","GEe1","e","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"s1",5.6,0,302.5989338,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54310,"c(-75.7983513"," 4.2045274)",4.2045274,1496.04330393599,845.814814814815,401.185185185185
"310",307,307,"65__years","primaria_incompleta","ninguna","no",4,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.18,1.8,1760,5,1.4,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5102.040816,"semestral","ferti_plag_enfere deshierbe",2,2,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"mataraton guamo platano",3,3,"varias floraciones","diferentes_momentos","varias_etapas",-76.5811291,1795.099976,12.22,11.55979644,229,"templado",0.18,1.8,1760,"buen_suelo_para_el_cafe","inclinado",3,3,1795.099976,11.55979644,86.75,18.58,1.28,"7",0,"Profundo","07Qe-49",10,8,10,"AQ12e","Cajibío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",52,"Q",49,0,"25-50","AQBe","e","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,1760.547143,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19130,0,83,19014,"c(-76.5811291"," 2.5602398)",2.5602398,1795.09997558594,168.518518518519,168.259259259259
"311",308,308,"1825","secundaria_incompleta","ninguna","no",4,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.18,2,1817,4,1.4,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"trimestral","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,1,"roya_amarilla antracnosis mancha_de_hierro",3,3,2,1,0,"castillo",1,1,"guamo citrico",2,2,"diferentes floraciones por invierno","clima_afecta","varias_etapas",-76.5842646,1768.5,17.93,15.46666667,230,"templado",0.18,2,1817,"buen_suelo_para_el_cafe","inclinado",2,2,1768.5,15.46666667,86.75,18.58,1.28,"7",0,"Profundo","07Qe-49",10,8,10,"AQ12e","Cajibío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",52,"Q",49,0,"25-50","AQBe","e","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,1760.547143,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19130,0,83,19014,"c(-76.5842646"," 2.5723914)",2.5723914,1768.5,275.518518518519,240.592592592593
"312",309,309,"4655","primaria_completa","ninguna","no_se",4,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",0.98,2,1734,6,1.4,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",4761.904762,"semestral","control_de_la_erosion_del_suelo deshierbe ferti_plag_enfere",3,3,1,"roya_amarilla antracnosis",2,2,1,1,0,"castillo",1,1,"guamo naranjo",2,2,"diferente floración","diferente floración","varias_etapas",-76.5894011,1795.099976,14.93,13.06498952,231,"templado",0.98,2,1734,"buen_suelo_para_el_cafe","inclinado",2,2,1795.099976,13.06498952,86.75,18.58,1.28,"7",0,"Profundo","07Qe-49",10,8,10,"AQ12e","Cajibío",15,"OXIC DYSTRUDEPTS",0,8,1.8,0,"RC-85","No pedregoso","Udico","Templado húmedo","Bien",52,"Q",49,0,"25-50","AQBe","e","0.5 - 1","0,77 - 0,99","No salino","Baja",2.1,"AQ12",0,0,8,4,"Sin limitante",6,0,1760.547143,10,"1000-2000",10,"Suelo","No hay",19,"18-24",0,18.7,0,"Cauca",0,"Franco arcillo arenosa",19130,0,83,19014,"c(-76.5894011"," 2.5582057)",2.5582057,1795.09997558594,269.074074074074,230.814814814815
"313",310,310,"3645","secundaria_incompleta","ninguna","yes",5,"poco_seguro","smart_phone","no uso mi telefono para esto","templado",1.2,3,1785,2,1.5,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",4444.444444,"trimestral","poda eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere control_de_la_erosion_del_suelo",6,6,1,"roya_amarilla ojo_de_gallo",2,2,2,0,0,"castillo",1,1,"guamo",1,1,"dispareja y poca","retrasada","color_verde_intenso",-76.5776051,1822.5,39.3,29.41285956,232,"templado",1.2,3,1785,"buen_suelo_para_el_cafe","plano__recto",1,1,1822.5,29.41285956,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.5776051"," 2.5865458)",2.5865458,1822.5,970.592592592593,643.814814814815
"314",311,311,"5665","primaria_completa","ninguna","yes",5,"poco_seguro","smart_phone","no uso mi telefono para esto","calido",1.5,4.5,1786,3,1.3,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5128.205128,"trimestral","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,1,"roya_amarilla ojo_de_gallo antracnosis",3,3,2,1,0,"castillo catimor",2,2,"guamo platano",2,2,"dispareja y poca","retrasada","varias_etapas",-76.5900521,1796.8,35.89,31.19359534,233,"calido",1.5,4.5,1786,"buen_suelo_para_el_cafe","plano__recto",2,2,1796.8,31.19359534,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.5900521"," 2.6017612)",2.6017612,1796.8,1217.07407407407,793.703703703704
"315",312,312,"5665","primaria_completa","app","no",3,"poco_seguro","smart_phone","no uso mi telefono para esto","calido",1.08,3.5,1800,2,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","plano__recto",5555.555556,"semestral","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,1,"antracnosis antracnosis ojo_de_gallo",3,2,1,2,0,"castillo",1,1,"platano",1,1,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.5750765,1837.999756,26.11,20.26788432,234,"calido",1.08,3.5,1800,"buen_suelo_para_el_cafe","plano__recto",1,1,1837.999756,20.26788432,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.5750765"," 2.5897968)",2.5897968,1837.99975585938,637.777777777778,493.185185185185
"316",313,313,"4655","primaria_incompleta","cooperativa caficultores de genova","no",2,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,3,1600,3,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semestral","poda control_de_plagas_y_enfermedades eliminacion_de_chupones deshierbe ferti_plag_enfere",5,5,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"muy poca floración","poca","varias_etapas",-75.7711792,1608,41.04,28.51909722,235,"calido",3,3,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1608,28.51909722,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7711792"," 4.2193995)",4.2193995,1608,1843.40740740741,1216.81481481481
"317",314,314,"5665","primaria_incompleta","cooperativa caficultores de genova","no",5,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",11,15,1620,3,1.2,1.5,"producido_en_la_finaca comprado__mercado","dueno","5+","buen_suelo_para_el_cafe","inclinado",5555.555556,"semestral","poda control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",4,4,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"nogal guamo",2,2,"muy poca floración","poca","color_verde_intenso",-75.7708917,1577,22.59,20.58974359,236,"templado",11,15,1620,"buen_suelo_para_el_cafe","inclinado",2,2,1577,20.58974359,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7708917"," 4.2202795)",4.2202795,1577,454.666666666667,416.37037037037
"318",315,315,"5665","primaria_incompleta","cooperativa caficultores de genova","no",2,"poco_seguro","smart_phone","no uso mi telefono para esto","calido",3,3,1600,2,1.3,1.5,"comprado__mercado producido_en_la_finaca","dueno","5+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","deshierbe eliminacion_de_chupones",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"muy poca floración por el agua","clima_afecta","varias_etapas",-75.773192,1565,45,28.62807018,237,"calido",3,3,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1565,28.62807018,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.773192"," 4.2193637)",4.2193637,1565,962.740740740741,604.37037037037
"319",316,316,"5665","primaria_completa","ninguna","no",1,"seguro","smart_phone","no uso mi telefono para esto","frio",3,5.5,1600,3,1,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",6666.666667,"nunca","deshierbe ferti_plag_enfere eliminacion_de_chupones",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"poquita","poca","color_verde_intenso",-75.7910242,1473,26.7,23.48421053,238,"frio",3,5.5,1600,"buen_suelo_para_el_cafe","inclinado",1,1,1473,23.48421053,83.62,17.37,3.39,"8",0,"Superficiales","08Qes1-44",10,8,4,"MQ69e1","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",46,"Q",44,0,"25-50","GEe1","e","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"s1",5.6,0,302.5989338,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54310,"c(-75.7910242"," 4.2112625)",4.2112625,1473,573.518518518518,495.777777777778
"320",317,317,"2635","secundaria_completa","app","no",3,"poco_seguro","smart_phone","no uso mi telefono para esto","calido",0.18,3,1795,4,1.3,1.5,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,1,"ojo_de_gallo antracnosis antracnosis",3,2,1,2,0,"castillo",1,1,"guamo",1,1,"florece todo el tiempo","florece todo el tiempo","varias_etapas",-76.5771489,1800.483154,18.26,13.48130841,239,"calido",0.18,3,1795,"buen_suelo_para_el_cafe","inclinado",1,1,1800.483154,13.48130841,86.75,18.58,1.28,"5",0,"Profundo","05Qc2s1-61",10,6,10,"AQ6c2","Cajibío",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",62,"Q",61,0,"45998","AQCc2","c","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,9882.313343,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19130,0,70,19018,"c(-76.5771489"," 2.593092)",2.593092,1800.48315429688,431.407407407407,320.555555555556
"321",318,318,"5665","primaria_completa","cooperativa caficultores de genova","yes",3,"seguro","smart_phone","no uso mi telefono para esto","calido",3,3.5,1514,6,1.4,1.6,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",4464.285714,"semestral","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"poca","poca","cabeza_de_alfiler",-75.7871246,1621.575884,23.07,19.63636364,240,"calido",3,3.5,1514,"buen_suelo_para_el_cafe","inclinado",1,1,1621.575884,19.63636364,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7871246"," 4.2276381)",4.2276381,1621.5758839728,237.481481481481,192
"322",319,319,"3645","primaria_completa","cooperativa caficultores de genova","yes",2,"poco_seguro","smart_phone","no uso mi telefono para esto","templado",4,10,1600,10,1.4,1.2,"producido_en_la_finaca comprado__mercado","dueno","5+","buen_suelo_para_el_cafe","inclinado",5952.380952,"semestral","poda deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poca floración","poca","floreciendo",-75.7957956,1572,40.44,18.89546351,241,"templado",4,10,1600,"buen_suelo_para_el_cafe","inclinado",1,1,1572,18.89546351,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7957956"," 4.1997761)",4.1997761,1572,2296.07407407407,1064.44444444444
"323",320,320,"5665","primaria_incompleta","cooperativa caficultores de genova","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,3,1600,1,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semestral","poda deshierbe ferti_plag_enfere",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo naranjos",2,2,"muy poca floración","poca","varias_etapas",-75.7970347,1569,34.19,21.72560976,242,"calido",3,3,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1569,21.72560976,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7970347"," 4.197954)",4.197954,1569,667.296296296296,395.888888888889
"324",321,321,"5665","primaria_incompleta","cooperativa caficultores de genova","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,6,1500,3,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semestral","poda ferti_plag_enfere deshierbe eliminacion_de_chupones",4,4,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"muy poca floración","poca","varias_etapas",-75.7961986,1549,17.37,15.25842697,61,"templado",3,3,1725,"buen_suelo_para_el_cafe","inclinado",3,3,1755,17.92592593,86.75,18.58,1.28,"6",0,"Profundo","06Qd2s1-55",10,6,10,"AQ6d2","Piendamó",15,"TYPIC HAPLUDANDS",0,3,12.2,0,"CC-05","No pedregoso","Udico","Templado húmedo","Bien",53,"Q",55,0,"45992","AQCd2","d","0.5 - 1","0,77 - 0,99","No salino","Moderada",8,"AQ6",0,0,4,5,"2s1",5.1,0,2664.321523,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,54.9,0,"Cauca",0,"Franco arenosa",19548,0,70,101391,"c(-76.6055155"," 2.7012698)",4.2005898,1549,375.666666666667,301.777777777778
"325",322,322,"5665","primaria_incompleta","cooperativa caficultores de genova","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,6,1500,3,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semestral","poda ferti_plag_enfere deshierbe eliminacion_de_chupones",4,4,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"muy poca floración","poca","varias_etapas",-75.7961986,1549,17.37,15.25842697,117,"templado",5.8,5.8,1750,"suelo_pobre_para_el_cafe","inclinado",3,3,1808,14.76430976,83.62,17.37,3.39,"10",0,"Superficiales","10Lf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Frío húmedo","Bien",31,"L",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,388.7373165,10,"2000-3000",10,"Suelo","No hay",63,"43435",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54284,"c(-75.8024509"," 4.1653795)",4.2005898,1549,375.666666666667,301.777777777778
"326",323,323,"5665","primaria_incompleta","cooperativa caficultores de genova","no",3,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",3,6,1500,3,1.2,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6410.25641,"semestral","poda ferti_plag_enfere deshierbe eliminacion_de_chupones",4,4,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo platano",2,2,"muy poca floración","poca","varias_etapas",-75.7961986,1549,17.37,15.25842697,243,"calido",3,6,1500,"buen_suelo_para_el_cafe","inclinado",2,2,1549,15.25842697,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7961986"," 4.2005898)",4.2005898,1549,375.666666666667,301.777777777778
"327",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.4745353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.0915894,1506.6,1043.92307692308,1043.52380952381
"328",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.4794412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.0865895,1583.8,1795.10526315789,1089.81578947368
"329",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.48587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.1500633,1704.5,1289.2619047619,1077.97619047619
"330",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.6262669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.208651,1176.11,2994.47619047619,1871.57142857143
"331",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.6373662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2287604,948.848,958.214285714286,549.428571428571
